Attributes,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Symbols,GGRC11.SA,HABT11.SA,HFOF11.SA,UBSR11.SA,THRA11.SA,TGAR11.SA,HGBS11.SA,HGPO11.SA,GGRC11.SA,HABT11.SA,HFOF11.SA,UBSR11.SA,THRA11.SA,TGAR11.SA,HGBS11.SA,HGPO11.SA,GGRC11.SA,HABT11.SA,HFOF11.SA,UBSR11.SA,THRA11.SA,TGAR11.SA,HGBS11.SA,HGPO11.SA,GGRC11.SA,HABT11.SA,HFOF11.SA,UBSR11.SA,THRA11.SA,TGAR11.SA,HGBS11.SA,HGPO11.SA,GGRC11.SA,HABT11.SA,HFOF11.SA,UBSR11.SA,THRA11.SA,TGAR11.SA,HGBS11.SA,HGPO11.SA,GGRC11.SA,HABT11.SA,HFOF11.SA,UBSR11.SA,THRA11.SA,TGAR11.SA,HGBS11.SA,HGPO11.SA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-03,139.39999389648438,110.93000030517578,109.87000274658203,106.20999908447266,148.5,121.22000122070312,285.8999938964844,198.6999969482422,139.39999389648438,110.93000030517578,109.87000274658203,106.20999908447266,148.5,121.22000122070312,285.8999938964844,198.6999969482422,140.0399932861328,110.94000244140625,109.87999725341797,106.48999786376953,155.0,121.22000122070312,286.0,199.5800018310547,136.5,109.55999755859375,107.61000061035156,104.80000305175781,148.5,121.22000122070312,284.05999755859375,196.05999755859375,138.10000610351562,109.87000274658203,108.91000366210938,105.0,150.00999450683594,121.22000122070312,286.0,196.05999755859375,61438.0,12659.0,45059.0,19624.0,3846.0,0.0,17213.0,1743.0
2019-12-04,140.1300048828125,112.98999786376953,110.52999877929688,107.7300033569336,147.5,121.22000122070312,285.1300048828125,200.10000610351562,140.1300048828125,112.98999786376953,110.52999877929688,107.7300033569336,147.5,121.22000122070312,285.1300048828125,200.10000610351562,140.47999572753906,113.5199966430664,112.87000274658203,107.88999938964844,149.52000427246094,121.22000122070312,285.9800109863281,201.97999572753906,139.0,110.9000015258789,109.05999755859375,106.01000213623047,147.5,121.22000122070312,284.05999755859375,198.6999969482422,139.39999389648438,110.94999694824219,109.86000061035156,106.30000305175781,148.5,121.22000122070312,285.8999938964844,198.99000549316406,26223.0,7408.0,30790.0,15396.0,19209.0,0.0,21797.0,4529.0
2019-12-05,141.0,112.0,113.48999786376953,107.5,147.8000030517578,121.22000122070312,284.8999938964844,200.10000610351562,141.0,112.0,113.48999786376953,107.5,147.8000030517578,121.22000122070312,284.8999938964844,200.10000610351562,141.32000732421875,113.4000015258789,113.80000305175781,107.94999694824219,149.99000549316406,121.22000122070312,285.5,202.99000549316406,139.9499969482422,111.55000305175781,110.52999877929688,106.80999755859375,147.50999450683594,121.22000122070312,284.5,200.10000610351562,140.1300048828125,112.80000305175781,111.43000030517578,107.5,147.50999450683594,121.22000122070312,285.4800109863281,201.4499969482422,35230.0,5607.0,22834.0,13017.0,28650.0,0.0,29368.0,3223.0
2019-12-06,143.0,112.0,114.73999786376953,106.91000366210938,152.0,121.22000122070312,287.1000061035156,201.5,143.0,112.0,114.73999786376953,106.91000366210938,152.0,121.22000122070312,287.1000061035156,201.5,143.1699981689453,112.73999786376953,115.0,107.5,152.0,121.22000122070312,287.55999755859375,203.97999572753906,140.69000244140625,112.0,113.05000305175781,106.80000305175781,147.5,121.22000122070312,284.9100036621094,200.5,141.0,112.5,113.4800033569336,107.5,147.5,121.22000122070312,285.010009765625,200.5,30945.0,6122.0,47129.0,15349.0,15867.0,0.0,22814.0,1195.0
2019-12-09,145.0,113.0,114.5,105.5999984741211,150.0,121.22000122070312,288.0,203.91000366210938,145.0,113.0,114.5,105.5999984741211,150.0,121.22000122070312,288.0,203.91000366210938,145.10000610351562,113.0,114.73999786376953,106.0,151.99000549316406,121.22000122070312,288.5,203.94000244140625,142.05999755859375,111.61000061035156,112.58000183105469,105.0,147.5,121.22000122070312,285.1199951171875,200.10000610351562,143.0,112.30000305175781,114.73999786376953,106.0,151.99000549316406,121.22000122070312,286.5,201.5,69763.0,8518.0,25619.0,27918.0,798.0,0.0,33602.0,1823.0
2019-12-10,145.8800048828125,113.5999984741211,114.0,105.12000274658203,149.64999389648438,121.22000122070312,283.8900146484375,205.99000549316406,145.8800048828125,113.5999984741211,114.0,105.12000274658203,149.64999389648438,121.22000122070312,283.8900146484375,205.99000549316406,146.1199951171875,113.98999786376953,114.5,105.5999984741211,150.0,121.22000122070312,287.94000244140625,206.0,145.0,112.0,112.20999908447266,104.94999694824219,148.0,121.22000122070312,277.0,203.1999969482422,145.0,113.0,114.5,105.5999984741211,149.99000549316406,121.22000122070312,287.94000244140625,203.91000366210938,41080.0,6624.0,33115.0,15462.0,41333.0,0.0,92337.0,1200.0
2019-12-11,146.8800048828125,112.2300033569336,114.7300033569336,105.33999633789062,149.9499969482422,121.22000122070312,285.0,205.42999267578125,146.8800048828125,112.2300033569336,114.7300033569336,105.33999633789062,149.9499969482422,121.22000122070312,285.0,205.42999267578125,147.00999450683594,114.0,114.7300033569336,105.91000366210938,150.0,121.22000122070312,285.0,206.7899932861328,145.89999389648438,110.52999877929688,113.13999938964844,104.9800033569336,148.00999450683594,121.22000122070312,282.1000061035156,204.30999755859375,146.0,113.5999984741211,114.19000244140625,105.12000274658203,150.0,121.22000122070312,283.8699951171875,205.99000549316406,22461.0,12546.0,19653.0,22230.0,1092.0,0.0,36425.0,978.0
2019-12-12,145.0,111.70999908447266,115.48999786376953,105.47000122070312,150.0,121.22000122070312,285.989990234375,206.74000549316406,145.0,111.70999908447266,115.48999786376953,105.47000122070312,150.0,121.22000122070312,285.989990234375,206.74000549316406,147.0,113.48999786376953,115.58999633789062,105.58999633789062,150.75,121.22000122070312,286.0,206.7899932861328,145.0,111.69999694824219,114.4000015258789,105.05000305175781,148.08999633789062,121.22000122070312,283.6499938964844,205.3800048828125,146.88999938964844,112.23999786376953,114.41000366210938,105.33999633789062,149.9499969482422,121.22000122070312,285.94000244140625,205.4499969482422,24864.0,14021.0,20473.0,18700.0,342.0,0.0,42499.0,586.0
2019-12-13,147.0,112.56999969482422,115.19999694824219,106.0,148.3699951171875,121.22000122070312,287.0,204.0500030517578,147.0,112.56999969482422,115.19999694824219,106.0,148.3699951171875,121.22000122070312,287.0,204.0500030517578,147.89999389648438,112.98999786376953,119.48999786376953,106.0,150.97999572753906,121.22000122070312,287.0,206.8000030517578,145.11000061035156,112.0,115.0,105.3499984741211,147.85000610351562,121.22000122070312,284.95001220703125,201.5,145.11000061035156,112.98999786376953,115.58999633789062,105.58999633789062,150.97999572753906,121.22000122070312,286.0,206.0,22116.0,5608.0,60374.0,14084.0,26966.0,0.0,34442.0,1628.0
2019-12-16,148.0,113.98999786376953,117.0,104.98999786376953,149.8000030517578,121.22000122070312,288.0,206.5,148.0,113.98999786376953,117.0,104.98999786376953,149.8000030517578,121.22000122070312,288.0,206.5,148.0,113.98999786376953,118.29000091552734,106.0,149.99000549316406,121.22000122070312,288.0,207.5,146.30999755859375,112.0,115.51000213623047,104.69999694824219,147.02000427246094,121.22000122070312,285.0199890136719,204.0500030517578,147.0,112.75,115.51000213623047,106.0,149.99000549316406,121.22000122070312,287.9700012207031,206.0,50595.0,8844.0,42190.0,37363.0,1319.0,0.0,31487.0,2065.0
2019-12-17,149.00999450683594,112.80000305175781,118.0,105.0,151.99000549316406,121.22000122070312,287.989990234375,206.0500030517578,149.00999450683594,112.80000305175781,118.0,105.0,151.99000549316406,121.22000122070312,287.989990234375,206.0500030517578,153.1699981689453,114.86000061035156,118.88999938964844,105.0,151.99000549316406,121.22000122070312,288.0,206.39999389648438,147.5,112.05000305175781,117.05999755859375,104.48999786376953,149.0,121.22000122070312,286.8500061035156,202.02000427246094,147.5,113.88999938964844,117.05999755859375,104.9800033569336,149.7899932861328,121.22000122070312,287.9800109863281,206.39999389648438,32914.0,12689.0,27054.0,24798.0,1075.0,0.0,68029.0,3054.0
2019-12-18,150.47999572753906,112.2300033569336,120.0999984741211,104.79000091552734,151.75,121.22000122070312,287.989990234375,209.0,150.47999572753906,112.2300033569336,120.0999984741211,104.79000091552734,151.75,121.22000122070312,287.989990234375,209.0,151.35000610351562,113.5,120.98999786376953,104.98999786376953,151.99000549316406,121.22000122070312,288.0,210.89999389648438,149.0,112.0,117.9000015258789,104.4800033569336,150.07000732421875,121.22000122070312,285.4700012207031,205.89999389648438,149.0,113.5,117.9000015258789,104.98999786376953,151.97999572753906,121.22000122070312,287.9200134277344,206.0500030517578,27949.0,11805.0,32975.0,23201.0,812.0,0.0,40008.0,2549.0
2019-12-19,149.99000549316406,111.80000305175781,120.48999786376953,104.5199966430664,151.99000549316406,121.22000122070312,292.0,215.49000549316406,149.99000549316406,111.80000305175781,120.48999786376953,104.5199966430664,151.99000549316406,121.22000122070312,292.0,215.49000549316406,150.75,112.9000015258789,120.69000244140625,104.80000305175781,151.99000549316406,121.22000122070312,296.0,218.0,149.89999389648438,111.69000244140625,119.0,104.4000015258789,151.0500030517578,121.22000122070312,287.79998779296875,209.5,150.47000122070312,112.8499984741211,119.0199966430664,104.79000091552734,151.75,121.22000122070312,288.0,209.5,12002.0,8921.0,22651.0,43904.0,987.0,0.0,37340.0,2634.0
2019-12-20,151.0,112.98999786376953,122.80000305175781,105.80000305175781,151.5,121.22000122070312,294.3699951171875,218.0,151.0,112.98999786376953,122.80000305175781,105.80000305175781,151.5,121.22000122070312,294.3699951171875,218.0,151.0,113.33999633789062,124.98999786376953,106.0,151.97999572753906,121.22000122070312,296.79998779296875,220.0,149.08999633789062,112.0,120.5,104.55000305175781,150.1999969482422,121.22000122070312,292.0,215.49000549316406,149.97000122070312,112.5,120.51000213623047,104.73999786376953,151.97999572753906,121.22000122070312,292.0,215.49000549316406,11497.0,7114.0,24998.0,35664.0,446.0,0.0,28136.0,1128.0
2019-12-23,150.0,117.91000366210938,123.5,108.0,151.5,121.22000122070312,295.6000061035156,220.75,150.0,117.91000366210938,123.5,108.0,151.5,121.22000122070312,295.6000061035156,220.75,151.0,119.80999755859375,129.3300018310547,108.0,151.5,121.22000122070312,301.6000061035156,221.3000030517578,149.5500030517578,112.5,122.0,105.51000213623047,150.27999877929688,121.22000122070312,294.4599914550781,219.91000366210938,151.0,112.98999786376953,123.47000122070312,106.0,151.39999389648438,121.22000122070312,295.489990234375,219.91000366210938,18379.0,22965.0,44801.0,26042.0,692.0,0.0,31018.0,1072.0
2019-12-26,150.36000061035156,121.0,124.5199966430664,107.0,150.5,121.22000122070312,295.7200012207031,223.99000549316406,150.36000061035156,121.0,124.5199966430664,107.0,150.5,121.22000122070312,295.7200012207031,223.99000549316406,152.0,125.9000015258789,125.88999938964844,108.0,151.89999389648438,121.22000122070312,298.6499938964844,224.0,149.8000030517578,117.91000366210938,123.61000061035156,106.7300033569336,150.4199981689453,121.22000122070312,295.1700134277344,218.64999389648438,150.4499969482422,117.91000366210938,123.9800033569336,108.0,151.5,121.22000122070312,297.9700012207031,220.0,23825.0,15790.0,38997.0,45945.0,5555.0,0.0,39453.0,1005.0
