Attributes,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Symbols,GGRC11.SA,HABT11.SA,HFOF11.SA,UBSR11.SA,THRA11.SA,TGAR11.SA,HGBS11.SA,HGPO11.SA,GGRC11.SA,HABT11.SA,HFOF11.SA,UBSR11.SA,THRA11.SA,TGAR11.SA,HGBS11.SA,HGPO11.SA,GGRC11.SA,HABT11.SA,HFOF11.SA,UBSR11.SA,THRA11.SA,TGAR11.SA,HGBS11.SA,HGPO11.SA,GGRC11.SA,HABT11.SA,HFOF11.SA,UBSR11.SA,THRA11.SA,TGAR11.SA,HGBS11.SA,HGPO11.SA,GGRC11.SA,HABT11.SA,HFOF11.SA,UBSR11.SA,THRA11.SA,TGAR11.SA,HGBS11.SA,HGPO11.SA,GGRC11.SA,HABT11.SA,HFOF11.SA,UBSR11.SA,THRA11.SA,TGAR11.SA,HGBS11.SA,HGPO11.SA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-27,149.89999389648438,118.70999908447266,124.9800033569336,107.0,152.0,121.22000122070312,296.3699951171875,224.89999389648438,149.89999389648438,118.70999908447266,124.9800033569336,107.0,152.0,121.22000122070312,296.3699951171875,224.89999389648438,151.0,122.22000122070312,127.98999786376953,108.0,152.0,121.22000122070312,297.95001220703125,225.0,148.0,115.0,124.18000030517578,106.80999755859375,150.5,121.22000122070312,295.7300109863281,222.0,150.3699951171875,121.80000305175781,124.5999984741211,107.5,151.13999938964844,121.22000122070312,296.0,224.3000030517578,23537.0,22756.0,24437.0,30749.0,2691.0,0.0,35635.0,1729.0
2019-12-30,150.1999969482422,121.5,126.98999786376953,108.0,150.92999267578125,121.22000122070312,299.989990234375,223.14999389648438,150.1999969482422,121.5,126.98999786376953,108.0,150.92999267578125,121.22000122070312,299.989990234375,223.14999389648438,150.99000549316406,121.97000122070312,126.98999786376953,108.62999725341797,152.5,121.22000122070312,299.989990234375,225.5,149.97999572753906,118.75,123.05000305175781,107.19999694824219,150.55999755859375,121.22000122070312,296.70001220703125,223.0,150.6999969482422,118.75,124.9800033569336,107.19999694824219,151.99000549316406,121.22000122070312,297.5,225.0,12905.0,7852.0,83204.0,20068.0,3521.0,0.0,18343.0,1164.0
2020-01-02,150.8000030517578,122.94999694824219,126.1500015258789,109.8499984741211,152.4600067138672,121.22000122070312,301.0,219.5,150.8000030517578,122.94999694824219,126.1500015258789,109.8499984741211,152.4600067138672,121.22000122070312,301.0,219.5,151.83999633789062,122.9800033569336,130.0,110.0,152.5,121.22000122070312,306.989990234375,222.27999877929688,150.2100067138672,121.5,125.61000061035156,108.0,150.5800018310547,121.22000122070312,299.0,218.5,150.2100067138672,121.5,125.61000061035156,108.19999694824219,151.0800018310547,121.22000122070312,299.9700012207031,222.27999877929688,23221.0,9517.0,32453.0,33234.0,1480.0,0.0,24395.0,1300.0
2020-01-03,150.0,124.5,126.79000091552734,110.7300033569336,152.5,121.22000122070312,301.3900146484375,225.0,150.0,124.5,126.79000091552734,110.7300033569336,152.5,121.22000122070312,301.3900146484375,225.0,150.6699981689453,129.49000549316406,127.0,112.30000305175781,152.5,121.22000122070312,301.3999938964844,230.2899932861328,146.0,122.20999908447266,126.1500015258789,109.5,151.8800048828125,121.22000122070312,299.5,213.66000366210938,150.0,122.94000244140625,126.80000305175781,109.8499984741211,152.5,121.22000122070312,301.3900146484375,219.5,24030.0,10464.0,30646.0,39995.0,1829.0,0.0,32721.0,1849.0
2020-01-06,150.14999389648438,124.4000015258789,127.0,111.80000305175781,151.50999450683594,121.22000122070312,300.1000061035156,221.25,150.14999389648438,124.4000015258789,127.0,111.80000305175781,151.50999450683594,121.22000122070312,300.1000061035156,221.25,150.5,126.69999694824219,127.0,112.97000122070312,152.5,121.22000122070312,301.3999938964844,227.0,149.25,123.31999969482422,126.30999755859375,110.7300033569336,151.5,121.22000122070312,298.5,214.2100067138672,150.10000610351562,124.5,126.98999786376953,110.7300033569336,152.5,121.22000122070312,301.3999938964844,227.0,23394.0,14939.0,42594.0,42384.0,300.0,0.0,29815.0,2806.0
2020-01-07,150.89999389648438,123.91000366210938,127.0,111.83000183105469,151.5,121.22000122070312,294.5,224.67999267578125,150.89999389648438,123.91000366210938,127.0,111.83000183105469,151.5,121.22000122070312,294.5,224.67999267578125,151.1999969482422,125.41000366210938,127.93000030517578,112.37999725341797,152.49000549316406,121.22000122070312,301.0,226.99000549316406,149.5,122.1500015258789,123.62999725341797,111.0,150.50999450683594,121.22000122070312,292.0,221.0,150.14999389648438,124.5,127.0,111.94999694824219,152.49000549316406,121.22000122070312,300.1300048828125,221.0,65245.0,10788.0,59164.0,33056.0,3404.0,0.0,39271.0,2129.0
2020-01-08,150.0,121.44000244140625,123.80000305175781,111.94000244140625,152.10000610351562,121.22000122070312,287.54998779296875,220.3699951171875,150.0,121.44000244140625,123.80000305175781,111.94000244140625,152.10000610351562,121.22000122070312,287.54998779296875,220.3699951171875,150.88999938964844,126.19999694824219,126.98999786376953,112.0,152.35000610351562,121.22000122070312,297.9599914550781,223.0,148.1999969482422,115.5,118.01000213623047,108.19999694824219,150.5,121.22000122070312,285.1099853515625,208.3300018310547,150.88999938964844,124.5,126.98999786376953,111.83000183105469,152.0,121.22000122070312,294.5199890136719,223.0,34706.0,19885.0,70903.0,28836.0,1308.0,0.0,50835.0,4966.0
2020-01-09,148.97999572753906,120.58000183105469,123.55000305175781,110.5,152.3000030517578,121.22000122070312,289.5,220.35000610351562,148.97999572753906,120.58000183105469,123.55000305175781,110.5,152.3000030517578,121.22000122070312,289.5,220.35000610351562,150.0,124.0,126.88999938964844,111.4000015258789,154.0,121.22000122070312,291.0,223.99000549316406,147.1199951171875,120.02999877929688,121.5999984741211,110.22000122070312,151.50999450683594,121.22000122070312,289.010009765625,220.00999450683594,149.99000549316406,121.97000122070312,124.0199966430664,111.0999984741211,151.50999450683594,121.22000122070312,289.29998779296875,220.00999450683594,54635.0,11519.0,58318.0,24752.0,597.0,0.0,31298.0,1651.0
2020-01-10,149.99000549316406,114.98999786376953,122.4000015258789,111.01000213623047,153.0,121.22000122070312,289.6499938964844,220.5,149.99000549316406,114.98999786376953,122.4000015258789,111.01000213623047,153.0,121.22000122070312,289.6499938964844,220.5,150.3000030517578,116.9000015258789,124.94999694824219,112.05000305175781,159.5,121.22000122070312,291.0,221.99000549316406,147.1999969482422,114.0,122.0,109.66999816894531,151.50999450683594,121.22000122070312,289.5799865722656,218.0,149.0,116.9000015258789,123.55000305175781,110.5,152.3000030517578,121.22000122070312,290.0,220.33999633789062,33589.0,18933.0,38604.0,28259.0,684.0,0.0,27840.0,882.0
2020-01-13,149.75,114.9000015258789,123.19000244140625,111.4000015258789,158.0,121.22000122070312,293.0,220.36000061035156,149.75,114.9000015258789,123.19000244140625,111.4000015258789,158.0,121.22000122070312,293.0,220.36000061035156,150.0,115.5,123.93000030517578,111.86000061035156,159.99000549316406,121.22000122070312,293.70001220703125,222.1999969482422,148.36000061035156,114.05999755859375,122.5,109.70999908447266,151.6999969482422,121.22000122070312,290.0,218.11000061035156,149.99000549316406,114.98999786376953,122.5,109.70999908447266,152.0,121.22000122070312,290.0,220.25,27854.0,9614.0,24324.0,14656.0,1312.0,0.0,43978.0,7163.0
2020-01-14,149.0,115.0,124.5,111.0,157.99000549316406,121.22000122070312,294.75,222.89999389648438,149.0,115.0,124.5,111.0,157.99000549316406,121.22000122070312,294.75,222.89999389648438,149.75,117.01000213623047,125.0,111.80000305175781,158.0,121.22000122070312,295.0,222.89999389648438,148.0,114.11000061035156,123.16999816894531,109.06999969482422,155.00999450683594,121.22000122070312,293.0,220.0,149.72999572753906,115.5,123.26000213623047,111.19999694824219,158.0,121.22000122070312,293.0,220.36000061035156,23396.0,22280.0,29911.0,24367.0,2285.0,0.0,24199.0,4009.0
2020-01-15,148.17999267578125,113.9000015258789,124.08999633789062,111.33999633789062,157.99000549316406,121.22000122070312,294.29998779296875,223.1699981689453,148.17999267578125,113.9000015258789,124.08999633789062,111.33999633789062,157.99000549316406,121.22000122070312,294.29998779296875,223.1699981689453,149.0,114.97000122070312,125.0,111.7699966430664,157.99000549316406,121.22000122070312,294.75,224.6999969482422,147.0,113.05999755859375,123.5,110.5,155.5,121.22000122070312,293.5,218.10000610351562,149.0,114.5999984741211,123.5,111.7699966430664,157.99000549316406,121.22000122070312,294.5,222.89999389648438,22219.0,37741.0,31646.0,18438.0,1778.0,0.0,23299.0,2051.0
2020-01-16,147.7100067138672,114.76000213623047,124.08999633789062,110.69999694824219,157.99000549316406,121.22000122070312,295.3299865722656,218.89999389648438,147.7100067138672,114.76000213623047,124.08999633789062,110.69999694824219,157.99000549316406,121.22000122070312,295.3299865722656,218.89999389648438,148.99000549316406,115.0,126.0,111.5,157.99000549316406,121.22000122070312,296.9700012207031,223.17999267578125,147.5399932861328,113.5,124.08999633789062,110.5,156.1999969482422,121.22000122070312,294.5,218.82000732421875,148.5,113.9000015258789,124.1500015258789,111.4000015258789,156.1999969482422,121.22000122070312,294.510009765625,223.16000366210938,17034.0,28771.0,33170.0,13496.0,762.0,0.0,22922.0,582.0
2020-01-17,147.5,113.75,125.5,110.25,157.99000549316406,121.22000122070312,294.29998779296875,218.10000610351562,147.5,113.75,125.5,110.25,157.99000549316406,121.22000122070312,294.29998779296875,218.10000610351562,147.99000549316406,114.86000061035156,125.87999725341797,110.6500015258789,157.99000549316406,121.22000122070312,295.79998779296875,220.0,146.72999572753906,113.51000213623047,125.0,110.11000061035156,156.3000030517578,121.22000122070312,293.5199890136719,218.10000610351562,147.99000549316406,114.66000366210938,125.0999984741211,110.5,157.99000549316406,121.22000122070312,295.79998779296875,220.0,14219.0,48032.0,21811.0,17400.0,366.0,0.0,22374.0,1065.0
2020-01-20,144.10000610351562,115.30000305175781,125.41999816894531,109.0,157.99000549316406,121.22000122070312,291.0,219.0,144.10000610351562,115.30000305175781,125.41999816894531,109.0,157.99000549316406,121.22000122070312,291.0,219.0,147.5,117.0,126.33000183105469,110.25,157.99000549316406,121.22000122070312,295.0,219.0,143.1300048828125,114.51000213623047,125.0,108.6500015258789,156.5800018310547,121.22000122070312,290.010009765625,218.19000244140625,147.5,114.51000213623047,125.87000274658203,110.25,157.99000549316406,121.22000122070312,295.0,218.19000244140625,25694.0,18373.0,23741.0,22553.0,444.0,0.0,21623.0,2969.0
2020-01-21,142.1999969482422,115.37999725341797,124.88999938964844,108.88999938964844,157.89999389648438,121.22000122070312,287.1000061035156,219.17999267578125,142.1999969482422,115.37999725341797,124.88999938964844,108.88999938964844,157.89999389648438,121.22000122070312,287.1000061035156,219.17999267578125,144.0,116.4000015258789,126.44000244140625,109.5,157.99000549316406,121.22000122070312,290.989990234375,219.39999389648438,141.5,114.5999984741211,124.5,108.5,156.1999969482422,121.22000122070312,286.0299987792969,218.66000366210938,144.0,115.30000305175781,125.77999877929688,109.0,157.99000549316406,121.22000122070312,290.989990234375,218.66000366210938,20603.0,18494.0,33709.0,17054.0,2035.0,0.0,26900.0,1166.0
2020-01-22,142.9499969482422,114.98999786376953,124.20999908447266,109.29000091552734,157.99000549316406,121.22000122070312,288.0,218.10000610351562,142.9499969482422,114.98999786376953,124.20999908447266,109.29000091552734,157.99000549316406,121.22000122070312,288.0,218.10000610351562,143.0,116.69000244140625,125.69000244140625,109.94000244140625,157.99000549316406,121.22000122070312,293.0899963378906,220.0,141.5,113.80000305175781,124.05999755859375,108.61000061035156,156.1999969482422,121.22000122070312,287.0,218.10000610351562,142.1999969482422,115.79000091552734,124.9000015258789,108.88999938964844,157.97999572753906,121.22000122070312,289.7900085449219,219.14999389648438,20075.0,17826.0,28926.0,18881.0,1937.0,0.0,25465.0,3752.0
2020-01-23,143.0,114.62000274658203,123.51000213623047,108.9000015258789,156.60000610351562,121.22000122070312,289.0,218.3000030517578,143.0,114.62000274658203,123.51000213623047,108.9000015258789,156.60000610351562,121.22000122070312,289.0,218.3000030517578,143.99000549316406,115.98999786376953,124.98999786376953,109.5,157.99000549316406,121.22000122070312,291.0,223.41000366210938,142.5,113.73999786376953,122.98999786376953,108.75,156.1999969482422,121.22000122070312,288.010009765625,218.1199951171875,143.0,115.0,124.98999786376953,109.0,156.1999969482422,121.22000122070312,289.0,219.97999572753906,18237.0,16601.0,33715.0,18134.0,1413.0,0.0,13882.0,884.0
2020-01-24,141.80999755859375,113.98999786376953,123.0,108.7699966430664,156.22000122070312,121.22000122070312,288.989990234375,220.1999969482422,141.80999755859375,113.98999786376953,123.0,108.7699966430664,156.22000122070312,121.22000122070312,288.989990234375,220.1999969482422,144.49000549316406,115.5999984741211,124.0,109.9800033569336,157.99000549316406,121.22000122070312,290.9599914550781,224.75,140.0,113.5,122.5,108.41000366210938,156.1999969482422,121.22000122070312,280.0,218.8000030517578,143.00999450683594,114.55000305175781,123.87000274658203,108.62000274658203,156.1999969482422,121.22000122070312,289.0,219.99000549316406,24269.0,24251.0,22629.0,19627.0,1759.0,0.0,19447.0,1305.0
2020-01-27,141.47999572753906,112.83000183105469,122.30000305175781,108.4000015258789,157.99000549316406,121.22000122070312,290.489990234375,221.49000549316406,141.47999572753906,112.83000183105469,122.30000305175781,108.4000015258789,157.99000549316406,121.22000122070312,290.489990234375,221.49000549316406,142.0,114.0,123.44999694824219,109.0199966430664,157.99000549316406,121.22000122070312,290.489990234375,222.00999450683594,140.11000061035156,111.9000015258789,121.9000015258789,108.0,155.5,121.22000122070312,286.1400146484375,218.30999755859375,141.80999755859375,113.69999694824219,123.05000305175781,108.83000183105469,156.1999969482422,121.22000122070312,288.989990234375,220.1999969482422,15526.0,53690.0,29901.0,26180.0,2319.0,0.0,17749.0,562.0
2020-01-28,140.33999633789062,114.33999633789062,122.5999984741211,109.30000305175781,157.99000549316406,121.22000122070312,290.4800109863281,221.60000610351562,140.33999633789062,114.33999633789062,122.5999984741211,109.30000305175781,157.99000549316406,121.22000122070312,290.4800109863281,221.60000610351562,143.0,114.91999816894531,123.45999908447266,109.88999938964844,157.99000549316406,121.22000122070312,290.489990234375,225.0,139.99000549316406,113.0,122.0,109.0,155.6699981689453,121.22000122070312,286.8999938964844,220.5399932861328,141.5,113.5,122.0,109.0,157.99000549316406,121.22000122070312,290.489990234375,224.6999969482422,17921.0,14290.0,31398.0,20083.0,1186.0,0.0,13196.0,879.0
2020-01-29,138.99000549316406,115.11000061035156,122.62000274658203,108.88999938964844,156.39999389648438,121.22000122070312,290.0,219.83999633789062,138.99000549316406,115.11000061035156,122.62000274658203,108.88999938964844,156.39999389648438,121.22000122070312,290.0,219.83999633789062,141.75,116.4000015258789,125.1500015258789,109.5,157.99000549316406,121.22000122070312,291.0,221.0,138.99000549316406,113.55999755859375,122.36000061035156,108.4000015258789,155.64999389648438,121.22000122070312,289.04998779296875,219.61000061035156,140.00999450683594,114.19999694824219,122.62999725341797,108.80999755859375,157.99000549316406,121.22000122070312,290.489990234375,219.61000061035156,24320.0,12871.0,41911.0,24636.0,1683.0,0.0,13346.0,502.0
2020-01-30,138.00999450683594,115.22000122070312,122.0,108.94999694824219,154.5,121.22000122070312,288.6000061035156,221.3000030517578,138.00999450683594,115.22000122070312,122.0,108.94999694824219,154.5,121.22000122070312,288.6000061035156,221.3000030517578,139.99000549316406,116.38999938964844,124.30000305175781,109.18000030517578,157.99000549316406,121.22000122070312,289.6199951171875,224.5,137.8000030517578,115.0,121.0,108.4000015258789,153.8000030517578,121.22000122070312,286.5899963378906,219.8699951171875,139.0,115.0,122.70999908447266,108.98999786376953,156.64999389648438,121.22000122070312,288.1000061035156,219.8699951171875,19563.0,11294.0,36365.0,19625.0,992.0,0.0,17732.0,1007.0
